I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1.1979977464247724,1.1168321757413404,1.2278033897783853,1.192066163579214,1.0418242963785547,1.2473489828980082,1.2067213266077315,1.2008218683734058,1.0589130496963208,1.130231868614784,1.1018644423966288,1.228972301769815
1.1731185441830916,1.093855638204562,1.2023370621303693,1.1676637464642392,1.019992016920316,1.2237226737284903,1.1837611313359504,1.1757683702589798,1.03656425055854,1.1070626067151277,1.0802859380151717,1.2029727078458043
1.1072597051181037,1.033034963917112,1.1349067678099534,1.1030586986563233,0.9621928259810488,1.1611838231811984,1.1229809247216054,1.1094418670320938,0.977387192816074,1.0457400552300085,1.0231490619424404,1.134138985210704
1.0060936122487025,0.939589736234992,1.0315196473884745,1.0038805432823719,0.8734480403537055,1.0651307918023905,1.0296503234440373,1.0076200948990162,0.8866618462851795,0.951500733166287,0.9355358065844374,1.0285126634998727
0.8767804090874822,0.8201103457167163,0.8997394424719137,0.8772286655565001,0.7600914930084741,0.9423771042491076,0.9104178278581834,0.8775897243915425,0.7710355315540213,0.830959695662526,0.8238455251867862,0.8937089940451497
0.7275378322205356,0.6821591786050045,0.748262304221414,0.7312559735348346,0.6293957966490875,0.8007434739485272,0.7729164919757583,0.727718553773184,0.6381513724644413,0.6917056153515387,0.6954350014848035,0.7384765258531428
0.5676412113074555,0.534270616826786,0.5869167933532765,0.5751688981155147,0.4895723437128218,0.6490578030979622,0.6257639234652578,0.5674555090391676,0.4966482961119594,0.5423007823603865,0.558618449703496,0.57269710560523
0.4070156671919516,0.38559415477702996,0.4259975649110144,0.4187526825055903,0.3493644544000448,0.4967578096594622,0.478149163767097,0.40684682641300773,0.35556405284192844,0.39195040955499555,0.42211365335084383,0.40682908293436554
0.2531407996860128,0.24306151988557048,0.27291005541717744,0.26925696313908537,0.21527767334670833,0.35093791822798,0.33693351064805427,0.25334106238732873,0.22138675429022409,0.2476864451614106,0.29220360032382664,0.24854685286963898
0.11133982789953238,0.11159559104974694,0.13303175408394965,0.13187826961784013,0.09196668472922644,0.21665214381213668,0.207018660910709,0.11227552432091423,0.09883222270621418,0.1144862856773228,0.17344703298255496,0.10337397544381174
-0.014236675886978094,-0.004959858445833671,0.010493854283422472,0.01064899172657291,-0.01695197761495871,0.09783836924661263,0.09221679860316476,-0.01220728149186653,-0.008479436450311848,-0.003755975456562212,0.06934876322676448,-0.024416365989786408
-0.12060589934657724,-0.10383469510852879,-0.091818491779219,-0.09156033601476757,-0.10889741420970454,-0.0026774342348875957,-0.004746298813154332,-0.1171572130444388,-0.09802366221461771,-0.10422228849750258,-0.01764005962254936,-0.1317999397470613
-0.2059527901058928,-0.1833324252376598,-0.1722661730656956,-0.17304103435100196,-0.18232435994016663,-0.08318120699963394,-0.08223126046350368,-0.20081649261802142,-0.16837143811702074,-0.18517064740071873,-0.08612194882313222,-0.21700146581315366
-0.2696300557451204,-0.24283019492451174,-0.2304561197046345,-0.23324627929171945,-0.2367231840527993,-0.1430708010158712,-0.13968512205981867,-0.2626197067816271,-0.21918929218289063,-0.2459350898193939,-0.13575308021146876,-0.2794946158424395
-0.31215816379802575,-0.28277879005233336,-0.2672413029915682,-0.27279110211127783,-0.272619890155355,-0.18285597985281968,-0.17764132590071335,-0.303193806392063,-0.25123929693265074,-0.28692569710467447,-0.1672432922027846,-0.32000201315852966
-0.33522534175194374,-0.3047026362963383,-0.28472073538893616,-0.2934523893488051,-0.2915761162168858,-0.20415841868067472,-0.19771972087148132,-0.3243581065939303,-0.26637906938177763,-0.3096285943056693,-0.18235608579104626,-0.34049523275427085
-0.34149019520481044,-0.3110454056650988,-0.28562366372201825,-0.29786052729472356,-0.2959417034597801,-0.20950973330201692,-0.2023895383205079,-0.32881354134666546,-0.2669991359545516,-0.31648932250955675,-0.18340603283986479,-0.3437823366629025
-0.3328018001260903,-0.3035027679063092,-0.27216568291127574,-0.28789771874101994,-0.2873810123635811,-0.20067467551746782,-0.19338788601997217,-0.318489112361084,-0.25506443948297486,-0.3092099347955639,-0.17225151460236418,-0.33193436326343384
-0.31275236350482294,-0.2853411892836843,-0.24838834455916406,-0.26723959824731364,-0.2691504190517634,-0.1810907555308523,-0.17411266019197394,-0.2971533867503006,-0.23413020360901352,-0.29100222037708745,-0.15230717179552877,-0.3089481841871478
-0.2850312188664176,-0.2599752382381958,-0.2179786281761725,-0.2394745610772559,-0.24446707515536387,-0.15426034848932443,-0.14795547417435156,-0.26849308110823433,-0.20742728959950102,-0.2653251514156673,-0.1266992532244825,-0.27863097989702856
-0.252827508125216,-0.230359883123706,-0.18408677825630104,-0.20769235264592342,-0.21610387903524228,-0.12320942385708324,-0.11784210148821397,-0.23568321401251877,-0.1777145241982871,-0.23517750204003965,-0.09810025006734328,-0.24425328563158868
-0.2188301815844937,-0.19899049220696893,-0.14932630427706053,-0.1744840685198179,-0.18638947578208132,-0.09048754541537299,-0.08623247583794201,-0.20138710602450266,-0.1472786996262391,-0.20309784834613753,-0.06872889587522374,-0.20854899140487054
-0.1852279979364595,-0.16790283366762954,-0.11577398069947262,-0.1419421544168658,-0.157208257216387,-0.05816787126248306,-0.05512069111118736,-0.16775637968924972,-0.11793457358124113,-0.1711645683970904,-0.04035016657223097,-0.1737153420064457
-0.15370952426225531,-0.1386730755982236,-0.08496984696806925,-0.1116604062064184,-0.130000361888488,-0.02784715381374752,-0.02603500137887305,-0.1364309595355381,-0.09102486923819422,-0.1409958422232239,-0.014275280455465588,-0.14141293700141444
-0.12546313603195622,-0.11241778600417845,-0.057917207510893395,-0.08473396990925218,-0.10576167507853594,-0.0006457398015458645,-3.782089519368874e-05,-0.10853907207586112,-0.0674202752490167,-0.11374965182206004,0.008638301804976368,-0.11276573073040667
-0.10117701710457101,-0.08979393280381226,-0.0350826317394985,-0.06175934169756847,-0.08504382879650584,0.02279242972469744,0.022274275902385496,-0.08469724580642711,-0.04751944574264395,-0.09012378115831784,0.027986877166005467,-0.08836103230958135
-0.08103915972804115,-0.07099888382833457,-0.016395954048949016,-0.042834367894993626,-0.06795420178219508,0.04229981939851324,0.04077055439312726,-0.06501031120715917,-0.031249000325028115,-0.07035581616391229,0.04382050021153696,-0.06824950563062648
-0.06473481298662495,-0.05576935637644497,-0.0012337459221820292,-0.02754906704614431,-0.05414936603514881,0.05818850249279803,0.055791617879460555,-0.04906231281434863,-0.018049545511105734,-0.05422311685539712,0.05665728046002104,-0.05193118498928705
-0.05149443301636426,-0.043407206468384515,0.011165310832473557,-0.01512798031113507,-0.042937120025198734,0.07119399439135898,0.06806209232903043,-0.03605736159643198,-0.007258876350758917,-0.04104933533114775,0.06714784980434672,-0.03858440385322896
-0.040711265681171435,-0.03333598313516397,0.02132601098822435,-0.005020981650150989,-0.03381619735206308,0.0818848631147093,0.0781171722379297,-0.025429039230234398,0.0015821641196017678,-0.030226227182692456,0.07573898992018417,-0.027644340737143547
-0.03190798596006591,-0.025113554482175292,0.029724616975540352,0.0032366715845124254,-0.026369891570117904,0.0907134130074808,0.08639533580499684,-0.016700199033550966,0.008891220364531037,-0.021307137339850752,0.08283527370193063,-0.01861888235951478
-0.024647661728969813,-0.01833488839693084,0.03679396115043816,0.01006940931855626,-0.02021740260254568,0.0980934693478249,0.09329741838866804,-0.009435060207802269,0.015047742115659653,-0.013882532824838232,0.08880455835401291,-0.011059319349915038
-0.018533753760707868,-0.012632052549063261,0.042923445794480646,0.015861348755678743,-0.015013836741335544,0.10440037834741273,0.09918661250697725,-0.0032392078380353074,0.02039298437169457,-0.007580002752267134,0.0939779853908866,-0.00456034624900468
-0.013210115725007248,-0.007674214390325874,0.04845904311477732,0.020956294377575044,-0.010450206647283352,0.10997100715143494,0.10438846783755552,0.002240407107077654,0.025230007398418724,-0.0020642583291456706,0.09864998063703585,0.001239938491467501
-0.008360994188498038,-0.0031676411545925242,0.05370329524398402,0.025657737943937307,-0.0062534313499915135,0.1151037438386017,0.10919089121763173,0.007315467775237968,0.029823676728691156,0.0029628671451213647,0.10307825422697378,0.006660032508664673
-0.0037110286147125806,0.0011443001421429493,0.05891531424030324,0.030228858492454665,-0.00218633624786902,0.12005849742114283,0.11384414664403203,0.012256291430521407,0.0344006631624471,0.007762418278733038,0.10748380060524285,0.011975029528661918
0.0009747486359139541,0.005481142701765892,0.06431078208748357,0.03489252233881324,0.0019523468918684966,0.12505669784480777,0.11856085527318061,0.017291829453377868,0.039149442766697774,0.012558317587491884,0.11205089852641373,0.017416619366445875
0.005890912306044072,0.010025319944041287,0.07006195069482067,0.039831283076696054,0.006327979933198663,0.1302812959888653,0.12351599542109869,0.022609667340631037,0.04422029687553053,0.01753736549480425,0.11692711105508648,0.0231730879259152
0.011191644241437508,0.014922165506613835,0.0762976418971561,0.04518738157778321,0.011070018371292728,0.135876763666104,0.12884690256340514,0.02835602470547946,0.04972531209010878,0.022849240331680384,0.12222328556588972,0.029389317199880347
0.016990733390951543,0.020279913245007494,0.08310324745487814,0.051062745991751875,0.01627201133251513,0.14194909362283203,0.13465326933531624,0.03463575527749509,0.05573838027867202,0.028606498336733906,0.1280135537434812,0.036166785270063506
0.02336157580654049,0.02616969723262623,0.09052072905392174,0.057518991746275935,0.02199160157442374,0.14856579953887725,0.14099714553164625,0.04151234690262432,0.06229519857653587,0.034884573656182236,0.13433533158254735,0.043563566307098636
0.030337174643256484,0.032625551760753185,0.09854861830576785,0.0645774215470265,0.028250525485769933,0.1557559160275867,0.1479029381068066,0.04900792154318764,0.06939326938609203,0.041721778343846376,0.14118931938780352,0.05159433057053164
0.03791014015924906,0.03964441133855119,0.10714201674744418,0.0722190253776714,0.035034613086498176,0.16350999863582735,0.15535741117480614,0.057103235277879714,0.07699190037680831,0.04911930236115125,0.14853950177399422,0.06023034440882011
0.046032689715764886,0.04718611069306271,0.1162125958415251,0.08038448049987586,0.042293788027746686,0.17178012384398542,0.16330968600925166,0.0657376783017694,0.08501220448522859,0.057041213577125195,0.15631314766589252,0.06939947025933364
0.05461664777714816,0.0551733847692097,0.12562859697613085,0.08897415145330143,0.049942067591846745,0.18047988906596713,0.17167124104334733,0.07480927492629949,0.09333709991497263,0.0654144577684004,0.16440081029830028,0.07898616664835345
0.06353344591084072,0.06349186872979357,0.13525647748075598,0.0978480900556074,0.05785756269232319,0.1894844126491981,0.18031591186989446,0.084174683579287,0.10185521869400059,0.07412885861921263,0.17268576677319072,0.08883221035556221
0.07267275239548558,0.07202580767747327,0.14525411132214047,0.1069804327003879,0.06599408736554524,0.1986965252685505,0.18917687124392302,0.09380209467446249,0.1107109171992134,0.08305220454052305,0.18129669014988756,0.09898361171388445
0.08220089240026672,0.08091747350965868,0.15565856292477354,0.11652728629746602,0.07449966646714877,0.20827700924282344,0.1984126616408845,0.10385361802472573,0.11993103431281654,0.09229707442467779,0.1902711656045877,0.10956392648191611
0.09214100942235609,0.09020240028923264,0.1664567994905112,0.12648201485556185,0.08337259252317013,0.21824121193722748,0.20802581101355394,0.11432284185410786,0.1295042545053064,0.10192442225334124,0.19959893838267806,0.12056177315774937
0.10248152160089989,0.09987060815371383,0.1776323638238976,0.13683231275219152,0.09260220497890759,0.2285771978101051,0.2180046404410097,0.12519689981676616,0.13941624977939573,0.11192372862205326,0.2092668594936016,0.13196235626190475
0.11320767797007156,0.10990920776610098,0.18916537433216518,0.14756270665811397,0.1021750229800574,0.2392700117311431,0.22833451528077153,0.1364596753450743,0.14964967967001372,0.1222815647840536,0.2192588857108569,0.1437474663373328
0.12430154936050994,0.12030237115429111,0.2010325508025067,0.15865453620691686,0.11207472379076826,0.25030168807877845,0.23899783857762683,0.1480917828701279,0.1601842005562711,0.13298159169066806,0.22955606837891335,0.15589548724849328
0.13574183311152968,0.13103070582025722,0.21320776767491656,0.1700855390948896,0.12228167956757327,0.26165144600318835,0.24997390959338434,0.1600701647463548,0.17099666552966405,0.14400453939455848,0.24013631316939388,0.16838155284583675
0.14750385574631578,0.1420712633139582,0.22566204646305485,0.181829856764629,0.1327729637050005,0.273295686751433,0.261238925744836,0.17236809677313755,0.182061121656134,0.15532820733187097,0.25097438337211136,0.18117754481970014
0.15955976611958744,0.1533981582651275,0.23836300854463205,0.19385844475834382,0.14352280898522185,0.2852078005443234,0.27276612252365656,0.18495558685296512,0.19334861229818545,0.16692748469327168,0.2620421375060923,0.19425193775268593
0.17187854398109031,0.16498259582897795,0.2512748509000467,0.20613909091148513,0.15450262789080635,0.2973581580140149,0.2845257796999614,0.19779939266654262,0.20482716835053952,0.17877435132712582,0.273308539854419,0.2075697922498251
0.18442599997559667,0.17679287168620192,0.26435834611238573,0.21863641535274722,0.16568101260472087,0.3097141102040083,0.2964852213223075,0.21086302167279072,0.21646180824013367,0.19083787773949829,0.2847396604642292,0.22109275493857866
0.19716477564290513,0.18879437204297245,0.277570842367424,0.2313118705040666,0.17702373501033028,0.322239988569149,0.30860881571769316,0.2241067311088459,0.22821453792612212,0.20308422509415344,0.2962986751467171,0.2347790584688359
0.21005434341784074,0.20094957363094135,0.29086626345362526,0.2441237410806235,0.18849374669139682,0.3348971049756271,0.32085797549155815,0.2374875279900614,0.24004435089987544,0.21547664521255538,0.3079458654771324,0.2485835215129162
0.22305100663025532,0.21321804370724093,0.3041951087621408,0.2570271440908396,0.20005117893208066,0.3476437517009783,0.3331911575277832,0.25095916911000515,0.251907228184981,0.22797548057386738,0.3196386187947805,0.262457548765568
0.23610789950502664,0.22555644005448297,0.3175044532868106,0.26997402883638055,0.21165334271693928,0.3604352014340826,0.345563862988691,0.26447216104046173,0.2637561383372425,0.24053816431495278,0.33133142820302297,0.2763491309439684
0.24917498716205957,0.23791851098075942,0.3307379476241631,0.28291317691215456,0.22325472873092872,0.37322370727516585,0.357928637315045,0.2779737601314319,0.2755410374446802,0.2531192202303742,0.34297589256927735,0.2902028447877247
0.26219906561628503,0.25025509531964163,0.3438358179734144,0.2957902022063121,0.23480700735940185,0.3859585027357976,0.3702350702260504,0.29140797251113126,0.2872088691275315,0.26567026277239375,0.3545207165250165,0.30395985305887246
0.2751237617776606,0.26251412243018085,0.35673486613646926,0.30854755090024694,0.2462590286881097,0.39858580173889335,0.3824297957193534,0.3047155540859924,0.29870356453824976,0.27813999705097336,0.36591171046576954,0.3175579045418772
0.28788953345117,0.2746406121969083,0.3693727791612087,0.3211245014685953,0.25755682250320067,0.4110487986187129,0.39445649207104194,0.317834010540663,0.30997185744235767,0.2904742188337744,0.3770940206955591,0.33093133404363323
0.30043366933682414,0.2865766750298346,0.3817345435435003,0.3334596448659029,0.2686439619777442,0.4232876681208616,0.40625588183564487,0.3306996375218249,0.3210008240684295,0.3026158145461577,0.38805274923104427,0.3440253900912503
0.312707285509199,0.2982699385926349,0.3937536793580269,0.34553615909386204,0.27950003352191377,0.43526002819645476,0.41779939657818993,0.3432941393769913,0.33172795129011795,0.31450629070452724,0.3987344871860594,0.35682227683152545
