I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1.156463029279613,1.075608545390977,1.1680741103746743,1.1304277098220108,1.0090995239148262,1.2032007416885642,1.1479598104450033,1.1486972202434518,1.0092698796492705,1.0702953673800941,1.070777299035923,1.1761521590527189
1.1401720674008047,1.060164949284936,1.1512494153157848,1.1142972247404246,0.9946971011841188,1.1856148764716237,1.1309896230599217,1.1317784482085202,0.9946021838390625,1.0549354867873157,1.0550690981615045,1.1590216838937304
1.0979643748532582,1.0200555422947946,1.1075977330953044,1.0724082375217006,0.9573272570708858,1.139834468190992,1.0868779011572594,1.0877854604787955,0.9565602197219415,1.015115133785705,1.0142292413254068,1.1145980064797347
1.032114807767286,0.9575870604048047,1.0395596937061524,1.0071653345559004,0.8990897623868773,1.0686762114250596,1.0182287156217333,1.0193357933906988,0.8972479662948135,0.9530189991059624,0.9506812540698765,1.0453366941695148
0.9463731195670143,0.8764144051980286,0.9510681444047606,0.9223831688128655,0.823359397454327,0.9764332618091526,0.9291065626421965,0.9304955854995828,0.8200776656248413,0.8722093170423204,0.8681961293521521,0.9552230999772804
0.8445541757490896,0.7802575112746893,0.8461251602626926,0.8219442158131286,0.7335704602946541,0.8674772569494098,0.8236490024017736,0.8254042992531972,0.728521374748883,0.7763105842348166,0.7706127943095964,0.8483124309752157
0.7305379538815379,0.6729013462521686,0.7288020441666453,0.7097987736279175,0.633216766628464,0.7462583164227811,0.7060666590778565,0.7082747209916905,0.6261109656734897,0.6690095596692931,0.6618381102596943,0.7287297482934848
0.6082695436037604,0.5581959107650097,0.60323932681845,0.5899649628791535,0.5258516498755469,0.6173050417770272,0.5806432208421077,0.5833929609476091,0.5164381253749082,0.5540552646773984,0.5458468727000532,0.6006699671202268
0.4817591466265355,0.4400562384649145,0.4736467667350688,0.46652872673945067,0.41508796115487945,0.48522451653072146,0.4517354398604575,0.45511845324589645,0.4031543557990785,0.4352589829365845,0.42668181130840355,0.46839785670155976
0.35508207673201947,0.32246239602074606,0.34430335024859826,0.34364383093211676,0.3045980692846229,0.35470230617324716,0.32377313229310606,0.32788395590389424,0.2899709738616354,0.3164942604701091,0.30845358994259764,0.33624804034157757
0.2323787597737435,0.20945617485747547,0.21955709518830463,0.22552882339681468,0.1981134948459597,0.23045608663135453,0.2012467494514418,0.20617887139850494,0.18065911144790864,0.20169690564703557,0.1953267576998992,0.2086249954023525
0.1174061062250385,0.10435635946980652,0.10315495106130433,0.11566070278941305,0.09882652640640281,0.11585120261762742,0.08766403564194511,0.09345176100623158,0.07852282252668048,0.09435774027793217,0.09051872665821975,0.08939296312441976
0.01207897792562297,0.008757570185959978,-0.0030722325693806414,0.015711410807356444,0.008291158454010206,0.012524493667727237,-0.01529683113278165,-0.008645730843174463,-0.01480761365165582,-0.0037853750088925123,-0.004430475642243488,-0.019540085058258907
-0.08236485585663508,-0.07621547820721937,-0.09787479517616526,-0.07314238311752262,-0.07242606620338757,-0.07831197069841152,-0.10642383970536551,-0.09891321701119678,-0.09823496383426111,-0.09157728042389669,-0.08840397759377587,-0.11689200590106134
-0.16499157616941815,-0.14974041222342324,-0.1803258934013594,-0.15003939018128246,-0.14253600972033467,-0.1558082517931303,-0.1848436983083923,-0.1764899270463712,-0.1709412336205878,-0.1681536252000956,-0.16059965753073152,-0.20170679029184377
-0.23517215812970252,-0.21129719967688007,-0.24982150105716774,-0.21443370220787206,-0.20152693921375148,-0.2194765417610467,-0.2500218345744077,-0.24085470718428528,-0.2323876678637912,-0.23294098214012782,-0.22053014372953383,-0.27335456689901017
-0.2925823709237583,-0.26066814968235563,-0.30608040912569,-0.2660947916491316,-0.2491645267629334,-0.26919116357905454,-0.30176239553591566,-0.2918260203475786,-0.2823147506707289,-0.2856568476162549,-0.2680228144086746,-0.3315316021715115
-0.3372027778071485,-0.2979379126551512,-0.3491442257589198,-0.3051075115847912,-0.28549184940955136,-0.3051885710563235,-0.3402082476253788,-0.329561946145942,-0.3207422054019617,-0.32630964157036196,-0.3032197977287147,-0.37626030033884483
-0.3693187361047307,-0.32349348031110514,-0.3793773762787456,-0.33187209572247267,-0.3108293891576514,-0.32806734883429944,-0.3658409766752189,-0.3545601808761187,-0.347968994671753,-0.3551987075139572,-0.3265779717922837,-0.407889203411055
-0.3895203972106553,-0.33802418566659265,-0.39746710317695083,-0.3471041583976875,-0.32577503297365534,-0.33878821238670437,-0.3794808879178167,-0.367658037521903,-0.3645733203480688,-0.37291431252817175,-0.33886896464408006,-0.4270929911787334
-0.39870270658836654,-0.34252170303852514,-0.404423466115213,-0.3518346945738386,-0.33120407278636005,-0.33867400801953634,-0.38228700598551174,-0.37003244575414207,-0.3714126235525785,-0.3803376472637606,-0.34117915427087137,-0.4348724812130188
-0.39806540377060246,-0.3382800480443512,-0.4015793419251049,-0.34741007984221983,-0.3282692054869379,-0.3294097128710696,-0.3757570749106025,-0.36319995193073384,-0.36962358466065326,-0.3786408259411018,-0.334909668601493,-0.4325546288655966
-0.3891130223593947,-0.3268955776020556,-0.39059042460809373,-0.3354920704220147,-0.3184005329289373,-0.313042434911854,-0.36172755812534635,-0.34901671909662885,-0.36062212330136784,-0.3692868863501966,-0.32177638550685084,-0.42179252726869926
-0.3736548900181056,-0.3101939293165954,-0.37341203907584153,-0.31798676846931284,-0.3032801551306968,-0.2915414081614185,-0.34220212585638105,-0.3294695602022704,-0.3460935896818309,-0.3540252453428241,-0.30362837379081226,-0.40455478750200274
-0.3533697420550161,-0.2895481976968846,-0.35163067175008783,-0.29633423380799195,-0.28425396634771743,-0.2664030084202473,-0.3186337164094272,-0.30599511543715313,-0.327455085335044,-0.3343725419169653,-0.2818033090822259,-0.38250228758170896
-0.3295846133641363,-0.26631057689047394,-0.3266820642032524,-0.27194497272424106,-0.26255832755779945,-0.23918762773786154,-0.2925307856304135,-0.28009989056431467,-0.30594232750870676,-0.3116111417536439,-0.2576997439395606,-0.357078589523418
-0.30368171783939707,-0.24173683631598716,-0.2999609896743693,-0.24613289106618957,-0.23938511128239007,-0.21124983687579652,-0.26524792509328027,-0.2531247675080022,-0.28277886543694714,-0.28703108794757615,-0.23256613507220697,-0.3297155137204728
-0.27687278891949924,-0.2169120066224625,-0.27268070361803204,-0.2200338501087228,-0.2157701021254398,-0.18373736356330986,-0.23794764662393242,-0.22621777736713566,-0.25903148130702236,-0.2617592974871531,-0.20747229194019196,-0.30166180938120224
-0.2501990795879129,-0.19275037968935213,-0.24587294370439378,-0.1946056665534816,-0.19259299677340241,-0.157591092497381,-0.21160038230024017,-0.200334100415307,-0.23561019025931862,-0.2367595612544406,-0.1833093767541783,-0.2739831545289203
-0.22453136237287835,-0.16999550862652316,-0.2203879298191671,-0.17062811252886265,-0.1705774039952351,-0.13354506534271218,-0.18698448445203858,-0.17623606610078063,-0.21326824038735148,-0.21283254402517948,-0.1607899044754654,-0.24756215600192763
-0.20056992934740522,-0.14922020777425668,-0.19689436406362418,-0.14870291559001844,-0.15029084464239822,-0.11212648073172744,-0.1646862256611279,-0.15449315304649383,-0.1926021127377656,-0.1906157844687856,-0.14044774281598862,-0.22309834945351018
-0.17884459212927314,-0.13082655270324814,-0.17587943075459614,-0.12925375871885672,-0.1321447516488554,-0.09365569426457311,-0.14509979876127302,-0.13548198905005565,-0.17405152131033447,-0.17058369514834917,-0.12263811223831929,-0.2011081993519398
-0.1597146818810311,-0.11504588021460763,-0.1576487964244739,-0.11252628032404134,-0.1163944700310738,-0.078246218509118,-0.12842731683820416,-0.11938635108374801,-0.1578994130579611,-0.15304756252063562,-0.10753758595566543,-0.18192509898047424
-0.1433690493099983,-0.10193878833985923,-0.14232660982120812,-0.09858807424099189,-0.1031392568880235,-0.06580472300095276,-0.11467881322961633,-0.10619716529452497,-0.14427196788667765,-0.1381555469360855,-0.0951440899318706,-0.16569937043735689
-0.12982606466826319,-0.09139513634094183,-0.12985550190830844,-0.08732868973188343,-0.09232228140117825,-0.05603103424339047,-0.10367224152516961,-0.09571250700401342,-0.13313859865564498,-0.12589268263881379,-0.08527690288141522,-0.15239826463581735
-0.11893361775268395,-0.08313404471020827,-0.11999658586484421,-0.0784596314856467,-0.08373062483451482,-0.04841813570746643,-0.09503347556648908,-0.08753760070851212,-0.12431195117715352,-0.11608087776661027,-0.07757665626941536,-0.14180596130407072
-0.11036911790488894,-0.07670389517042615,-0.11232945708544413,-0.07151435961796848,-0.0769952805345134,-0.04225216783193798,-0.08819630944716471,-0.08108482007899279,-0.11744790421662285,-0.10837891435094016,-0.07150533431162344,-0.13352356898531764
-0.10363949401127569,-0.07148233067477691,-0.10625219318029629,-0.06584828967129076,-0.07159115393015751,-0.03697895008294332,-0.08242720065579288,-0.07562872416083309,-0.11204556949260143,-0.10228244831694316,-0.06638639178620834,-0.1269691250377455
-0.09808119450301159,-0.06698817167562476,-0.1010653198213671,-0.060939523643143284,-0.06693256150261889,-0.03260175939455983,-0.07749727597630957,-0.07102052750954933,-0.10747846973491362,-0.09713573108287599,-0.062058218557610685,-0.12141080940800184
-0.09324778984977553,-0.06324590584542707,-0.09669154055816817,-0.05681457614261153,-0.06298084500336308,-0.028938866626551395,-0.07334387167038194,-0.06716695684637673,-0.10359889208376191,-0.09270529323334341,-0.05844397722756791,-0.11666773581006144
-0.08917913009264124,-0.06010650649858249,-0.09303274519963382,-0.05331994748351627,-0.05964032801759277,-0.02582240786995744,-0.06980131047247187,-0.06390317410866311,-0.10035408784391549,-0.08896691940703698,-0.055390793256283766,-0.11268286481083363
-0.08572500712353846,-0.05743053012026777,-0.08993482952805676,-0.050309869890746914,-0.05677994716624632,-0.0231014098106592,-0.06671918450279832,-0.06107975028596029,-0.09760868837223774,-0.08577916040719118,-0.052760041463815625,-0.10929891426911961
-0.0827470694169289,-0.055091894799840196,-0.08725766320396841,-0.04765249179873892,-0.054280686253381005,-0.020641789729379825,-0.0639623552673379,-0.05856266542002438,-0.09523932083178971,-0.08301299057838676,-0.050427346030074385,-0.10637260328020358
-0.08011982538784446,-0.052977880230837666,-0.08487508976613845,-0.045229877851473685,-0.05203557626617267,-0.01832635550168442,-0.06141095365782419,-0.05623330860481574,-0.09313460819183032,-0.08055180780655014,-0.048282580494824444,-0.10377465217585263
-0.07773064339188744,-0.050989127710978285,-0.08267492663157561,-0.04293800890247866,-0.04994969537491571,-0.016054805597979796,-0.058960379951748354,-0.05398847798649889,-0.09119516922781636,-0.07829143351895425,-0.04622986775768361,-0.10138978252431681
-0.07547975172523101,-0.04903964014216054,-0.08055896509552676,-0.04068678201482729,-0.04794016893302303,-0.013743729083514795,-0.05652130381235864,-0.051740380763442756,-0.08933361852140233,-0.07614011268421743,-0.044187580078123526,-0.09911671713032884
-0.07328023862461835,-0.04705678203046379,-0.07844297033147754,-0.038400010461139174,-0.045936169477026445,-0.011326605618380224,-0.05401966428866064,-0.04941663318622028,-0.08747456646044062,-0.0740185138123045,-0.04208833907546913,-0.09686818003510472
-0.07105805226736318,-0.04498127948614734,-0.07625668139115212,-0.03601542372357953,-0.043878916726576206,-0.008753805457508644,-0.05139666981541734,-0.04696026055760872,-0.08555461923898142,-0.07185972895452618,-0.03987901572889893,-0.09457089651634298
-0.06875200077134967,-0.04276722022365137,-0.07394381120451331,-0.0334846674938601,-0.04172167758444128,-0.005992589450674354,-0.048608798213149056,-0.04432969723258956,-0.08352237885727283,-0.0696092737035391,-0.037520730377445216,-0.09216559308822528
-0.06631375219503252,-0.04038205356159613,-0.07146204657976248,-0.03077330367323814,-0.03942976613650909,-0.003027109042494028,-0.045627796688133236,-0.041498786618348445,-0.08133844312176047,-0.06722508719334593,-0.034988852719993524,-0.08960699750141599
